doc_nouns,doc_verbs,doc_adjcs,doc_advbs,doc_nums,ordinal_position,length_of_sentence,doc_unaware_noun_ratio,doc_unaware_verb_ratio,doc_unaware_adj_ratio,doc_unaware_adv_ratio,doc_unaware_num_ratio,cue_words,explicit_doc_sents,explicit_doc_words,explicit_topical_categoty,doc_aware_relative_length,doc_aware_tfisf,doc_aware_cosine_position,doc_aware_noun_ratio,doc_aware_verb_ratio,doc_aware_adj_ratio,doc_aware_adv_ratio,doc_aware_num_ratio,target,id 
89,28,30,2,2,0.125,11,0.2727272727272727,0.0,0.18181818181818182,0.0,0.0,1,14,165,2,0.9333333333333332,1.2858882321284502,0.12509542245751148,0.033707865168539325,0.0,0.06666666666666667,0.0,0.0,0.0,22
89,28,30,2,2,0.1111111111111111,6,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.0,0,14,165,2,0.509090909090909,1.5627616515449871,0.32166703359259874,0.02247191011235955,0.03571428571428571,0.06666666666666667,0.0,0.0,0.0,23
89,28,30,2,2,0.1,11,0.6363636363636364,0.0,0.2727272727272727,0.0,0.0,0,14,165,2,0.9333333333333332,1.2737162168684453,0.5590519747740836,0.07865168539325842,0.0,0.1,0.0,0.0,1.0,24
89,28,30,2,2,0.09090909090909091,17,0.4117647058823529,0.17647058823529413,0.17647058823529413,0.0,0.0,1,14,165,2,1.4424242424242424,1.3194320720817614,0.7829222653281549,0.07865168539325842,0.10714285714285714,0.1,0.0,0.0,0.0,25
89,28,30,2,2,0.08333333333333333,9,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,0.0,1,14,165,2,0.7636363636363636,1.276187914645322,0.9420428911122634,0.0449438202247191,0.07142857142857142,0.1,0.0,0.0,1.0,26
89,28,30,2,2,0.07692307692307693,16,0.375,0.25,0.1875,0.0,0.0,1,14,165,2,1.3575757575757574,1.4273431434847341,0.9999974634566877,0.06741573033707865,0.14285714285714285,0.1,0.0,0.0,0.0,27
89,28,30,2,2,0.07142857142857142,0,0,0,0,0,0,0,14,165,2,0.0,0,0.9435224835454703,0.0,0.0,0.0,0.0,0.0,0,28
267,58,72,4,7,1.0,3,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1,55,426,1,0.38732394366197187,1.8634202990498776,0.9966226020032098,0.003745318352059925,0.0,0.013888888888888888,0.0,0.0,1.0,29
267,58,72,4,7,0.5,4,0.75,0.0,0.0,0.0,0.0,0,55,426,1,0.5164319248826291,2.35893017053503,0.9865360352817545,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,30
267,58,72,4,7,0.3333333333333333,11,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.0,0.0,1,55,426,1,1.42018779342723,1.3253113030699017,0.9698765652365919,0.0149812734082397,0.034482758620689655,0.05555555555555555,0.0,0.0,1.0,31
267,58,72,4,7,0.25,4,0.25,0.5,0.25,0.0,0.0,1,55,426,1,0.5164319248826291,1.6614861750169683,0.9468692545107549,0.003745318352059925,0.034482758620689655,0.013888888888888888,0.0,0.0,1.0,32
267,58,72,4,7,0.2,3,1.0,0.0,0.0,0.0,0.0,0,55,426,1,0.38732394366197187,1.634466035844275,0.9178249224848709,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,33
267,58,72,4,7,0.16666666666666666,25,0.4,0.2,0.08,0.0,0.0,2,55,426,1,3.227699530516432,1.5317273891184202,0.8831359462341495,0.03745318352059925,0.08620689655172414,0.027777777777777776,0.0,0.0,1.0,34
267,58,72,4,7,0.14285714285714285,6,0.5,0.0,0.0,0.0,0.0,1,55,426,1,0.7746478873239437,2.0726201136900197,0.8432709596741899,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,35
267,58,72,4,7,0.125,6,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0,55,426,1,0.7746478873239437,2.0754568191889207,0.7987685225079912,0.0149812734082397,0.0,0.013888888888888888,0.0,0.0,0.0,36
267,58,72,4,7,0.1111111111111111,11,0.8181818181818182,0.0,0.18181818181818182,0.0,0.0,0,55,426,1,1.42018779342723,1.3000004835616108,0.7502298445041029,0.033707865168539325,0.0,0.027777777777777776,0.0,0.0,0.0,37
267,58,72,4,7,0.1,6,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0,55,426,1,0.7746478873239437,1.2180202063699486,0.6983106633979534,0.00749063670411985,0.034482758620689655,0.013888888888888888,0.0,0.0,0.0,38
267,58,72,4,7,0.09090909090909091,13,0.6923076923076923,0.0,0.15384615384615385,0.07692307692307693,0.0,0,55,426,1,1.6784037558685447,1.3041589183298126,0.6437123861425946,0.033707865168539325,0.0,0.027777777777777776,0.25,0.0,1.0,39
267,58,72,4,7,0.08333333333333333,11,0.5454545454545454,0.09090909090909091,0.18181818181818182,0.0,0.0,1,55,426,1,1.42018779342723,1.3541165625900775,0.5871726131869481,0.02247191011235955,0.017241379310344827,0.027777777777777776,0.0,0.0,0.0,40
267,58,72,4,7,0.07692307692307693,13,0.7692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0,55,426,1,1.6784037558685447,1.597964934152946,0.5294551737946915,0.03745318352059925,0.017241379310344827,0.013888888888888888,0.0,0.0,0.0,41
267,58,72,4,7,0.07142857142857142,10,0.5,0.0,0.0,0.0,0.0,2,55,426,1,1.2910798122065728,1.3616242476439384,0.4713398070225575,0.018726591760299626,0.0,0.0,0.0,0.0,0.0,42
267,58,72,4,7,0.06666666666666667,3,1.0,0.0,0.0,0.0,0.0,0,55,426,1,0.38732394366197187,1.7117171825915385,0.4136116277638221,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,43
267,58,72,4,7,0.0625,14,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0,55,426,1,1.807511737089202,2.0839423546442544,0.35705052016643235,0.0299625468164794,0.0,0.05555555555555555,0.0,0.0,0.0,44
267,58,72,4,7,0.058823529411764705,14,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.0,0.0,0,55,426,1,1.807511737089202,1.2357146656555513,0.30242060171637086,0.018726591760299626,0.034482758620689655,0.041666666666666664,0.0,0.0,0.0,45
267,58,72,4,7,0.05555555555555555,9,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,0,55,426,1,1.1619718309859155,2.7972231953848485,0.2504599003221901,0.011235955056179775,0.017241379310344827,0.027777777777777776,0.0,0.0,1.0,46
267,58,72,4,7,0.05263157894736842,8,0.375,0.125,0.0,0.0,0.0,0,55,426,1,1.0328638497652582,2.200142283591376,0.20187038385909162,0.011235955056179775,0.017241379310344827,0.0,0.0,0.0,0.0,47
267,58,72,4,7,0.05,2,0.5,0.0,0.5,0.0,0.0,0,55,426,1,0.25821596244131456,1.0,0.15730847686934557,0.003745318352059925,0.0,0.013888888888888888,0.0,0.0,0.0,48
267,58,72,4,7,0.047619047619047616,12,0.6666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.0,0,55,426,1,1.5492957746478875,1.4391919246291023,0.11737619253455334,0.0299625468164794,0.034482758620689655,0.013888888888888888,0.0,0.0,0.0,49
267,58,72,4,7,0.045454545454545456,4,0.0,0.0,0.0,0.0,0.0,0,55,426,1,0.5164319248826291,1.327030309554923,0.08261299972319291,0.0,0.0,0.0,0.0,0.0,0.0,50
267,58,72,4,7,0.043478260869565216,9,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.0,0.0,0,55,426,1,1.1619718309859155,1.4393406598097294,0.053488534986317005,0.0149812734082397,0.034482758620689655,0.041666666666666664,0.0,0.0,0.0,51
267,58,72,4,7,0.041666666666666664,9,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,0.0,1,55,426,1,1.1619718309859155,1.2906936084932648,0.03039625795936518,0.02247191011235955,0.017241379310344827,0.013888888888888888,0.0,0.0,1.0,52
267,58,72,4,7,0.04,2,0.5,0.0,0.0,0.5,0.0,0,55,426,1,0.25821596244131456,1.327030309554923,0.013648135883025936,0.003745318352059925,0.0,0.0,0.25,0.0,1.0,53
267,58,72,4,7,0.038461538461538464,5,0.6,0.0,0.2,0.0,0.0,1,55,426,1,0.6455399061032864,1.0,0.003470429053101909,0.011235955056179775,0.0,0.013888888888888888,0.0,0.0,0.0,54
267,58,72,4,7,0.037037037037037035,20,0.45,0.2,0.2,0.0,0.0,1,55,426,1,2.5821596244131455,1.2158639509314388,6.341362301931497e-07,0.033707865168539325,0.06896551724137931,0.05555555555555555,0.0,0.0,1.0,55
267,58,72,4,7,0.03571428571428571,4,0.5,0.25,0.25,0.0,0.0,0,55,426,1,0.5164319248826291,1.2943871451624047,0.003285626646017059,0.00749063670411985,0.017241379310344827,0.013888888888888888,0.0,0.0,0.0,56
267,58,72,4,7,0.034482758620689655,11,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0,0.0,1,55,426,1,1.42018779342723,2.15701428020589,0.0132810276739741,0.011235955056179775,0.017241379310344827,0.013888888888888888,0.0,0.0,1.0,57
267,58,72,4,7,0.03333333333333333,7,0.0,0.2857142857142857,0.0,0.0,0.0,1,55,426,1,0.903755868544601,2.911602528767805,0.029851803430465784,0.0,0.034482758620689655,0.0,0.0,0.0,1.0,58
267,58,72,4,7,0.03225806451612903,4,0.75,0.0,0.0,0.0,0.0,0,55,426,1,0.5164319248826291,1.8682437524056992,0.052774089496111065,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,59
267,58,72,4,7,0.03125,7,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.0,1,55,426,1,0.903755868544601,1.6100432993641756,0.08173821513875024,0.0149812734082397,0.017241379310344827,0.027777777777777776,0.0,0.0,0.0,60
267,58,72,4,7,0.030303030303030304,9,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,1,55,426,1,1.1619718309859155,2.6504848998824357,0.11635288683868628,0.0149812734082397,0.017241379310344827,0.013888888888888888,0.25,0.0,1.0,61
267,58,72,4,7,0.029411764705882353,8,0.625,0.125,0.25,0.0,0.0,1,55,426,1,1.0328638497652582,1.8454952625289611,0.15615047450448372,0.018726591760299626,0.017241379310344827,0.027777777777777776,0.0,0.0,0.0,62
267,58,72,4,7,0.02857142857142857,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0,55,426,1,0.38732394366197187,1.0,0.20059332896470417,0.003745318352059925,0.0,0.013888888888888888,0.25,0.0,1.0,63
267,58,72,4,7,0.027777777777777776,7,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0,55,426,1,0.903755868544601,2.3456412634365966,0.24908104538884523,0.0149812734082397,0.017241379310344827,0.013888888888888888,0.0,0.0,0.0,64
267,58,72,4,7,0.02702702702702703,4,0.0,0.25,0.25,0.0,0.0,2,55,426,1,0.5164319248826291,2.1183847062026455,0.30095857451162833,0.0,0.017241379310344827,0.013888888888888888,0.0,0.0,0.0,65
267,58,72,4,7,0.02631578947368421,9,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.0,0.0,0,55,426,1,1.1619718309859155,1.6948968063850314,0.3555250720813017,0.018726591760299626,0.034482758620689655,0.013888888888888888,0.0,0.0,1.0,66
267,58,72,4,7,0.02564102564102564,8,0.5,0.125,0.25,0.0,0.0,0,55,426,1,1.0328638497652582,1.9754057959520988,0.4120433669795309,0.0149812734082397,0.017241379310344827,0.027777777777777776,0.0,0.0,1.0,67
267,58,72,4,7,0.025,5,0.4,0.2,0.4,0.0,0.0,0,55,426,1,0.6455399061032864,2.0879471514313748,0.4697499201024312,0.00749063670411985,0.017241379310344827,0.027777777777777776,0.0,0.0,1.0,68
267,58,72,4,7,0.024390243902439025,8,0.5,0.0,0.375,0.0,0.0,0,55,426,1,1.0328638497652582,1.9089181196145424,0.527865139462327,0.0149812734082397,0.0,0.041666666666666664,0.0,0.0,0.0,69
267,58,72,4,7,0.023809523809523808,2,0.0,0.5,0.5,0.0,0.0,0,55,426,1,0.25821596244131456,1.5887742903248094,0.5856039121574208,0.0,0.017241379310344827,0.013888888888888888,0.0,0.0,0.0,70
267,58,72,4,7,0.023255813953488372,7,0.42857142857142855,0.0,0.2857142857142857,0.0,0.0,0,55,426,1,0.903755868544601,1.6836678768638613,0.6421862109267638,0.011235955056179775,0.0,0.027777777777777776,0.0,0.0,1.0,71
267,58,72,4,7,0.022727272727272728,7,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0,55,426,1,0.903755868544601,1.7400745420427521,0.6968476320002854,0.0149812734082397,0.017241379310344827,0.013888888888888888,0.0,0.0,1.0,72
267,58,72,4,7,0.022222222222222223,10,0.4,0.1,0.1,0.0,0.0,2,55,426,1,1.2910798122065728,1.9435720682140123,0.7488497218818446,0.0149812734082397,0.017241379310344827,0.013888888888888888,0.0,0.0,1.0,73
267,58,72,4,7,0.021739130434782608,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,0.0,2,55,426,1,0.903755868544601,1.4725887483170987,0.7974899535546618,0.018726591760299626,0.017241379310344827,0.013888888888888888,0.0,0.0,0.0,74
267,58,72,4,7,0.02127659574468085,3,0.6666666666666666,0.0,0.0,0.0,0.0,0,55,426,1,0.38732394366197187,1.4360404127398974,0.8421112173346765,0.00749063670411985,0.0,0.0,0.0,0.0,0.0,75
267,58,72,4,7,0.020833333333333332,3,0.6666666666666666,0.0,0.0,0.0,0.0,1,55,426,1,0.38732394366197187,1.2180202063699486,0.8821106981542683,0.00749063670411985,0.0,0.0,0.0,0.0,0.0,76
267,58,72,4,7,0.02040816326530612,14,0.6428571428571429,0.14285714285714285,0.07142857142857142,0.0,0.0,1,55,426,1,1.807511737089202,1.1621645068249449,0.9169480193478676,0.033707865168539325,0.034482758620689655,0.013888888888888888,0.0,0.0,1.0,77
267,58,72,4,7,0.02,4,0.25,0.0,0.5,0.0,0.0,0,55,426,1,0.5164319248826291,1.661486175016968,0.9461525429202224,0.003745318352059925,0.0,0.027777777777777776,0.0,0.0,0.0,78
267,58,72,4,7,0.0196078431372549,5,0.4,0.4,0.0,0.0,0.0,0,55,426,1,0.6455399061032864,1.8947077649621165,0.9693297276736912,0.00749063670411985,0.034482758620689655,0.0,0.0,0.0,0.0,79
267,58,72,4,7,0.019230769230769232,14,0.2857142857142857,0.0,0.21428571428571427,0.0,0.0,1,55,426,1,1.807511737089202,2.14865802729978,0.9861664592988428,0.0149812734082397,0.0,0.041666666666666664,0.0,0.0,1.0,80
267,58,72,4,7,0.018867924528301886,2,0.0,0.0,1.0,0.0,0.0,0,55,426,1,0.25821596244131456,1.0,0.996435280421025,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,81
267,58,72,4,7,0.018518518518518517,17,0.5882352941176471,0.17647058823529413,0.17647058823529413,0.0,0.0,0,55,426,1,2.194835680751174,1.1846900257634796,0.9999974634566877,0.03745318352059925,0.05172413793103448,0.041666666666666664,0.0,0.0,1.0,82
267,58,72,4,7,0.01818181818181818,0,0,0,0,0,0,0,55,426,1,0.0,0,0.9968048847664353,0.0,0.0,0.0,0.0,0.0,0,83
219,29,61,3,16,1.0,15,0.7333333333333333,0.0,0.2,0.0,0.0,0,26,334,4,1.1676646706586826,1.8522193350749954,0.9843074197069659,0.0502283105022831,0.0,0.04918032786885246,0.0,0.0,1.0,84
219,29,61,3,16,0.5,22,0.36363636363636365,0.13636363636363635,0.18181818181818182,0.0,0.045454545454545456,0,26,334,4,1.7125748502994012,1.5331857657532324,0.9382147071328768,0.0365296803652968,0.10344827586206896,0.06557377049180328,0.0,0.0625,1.0,85
219,29,61,3,16,0.3333333333333333,3,1.0,0.0,0.0,0.0,0.0,0,26,334,4,0.2335329341317365,2.492693404699724,0.8646151166497034,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,86
219,29,61,3,16,0.25,9,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,0.0,0,26,334,4,0.7005988023952096,1.3780704744840604,0.768128518190212,0.0136986301369863,0.034482758620689655,0.04918032786885246,0.0,0.0,0.0,87
219,29,61,3,16,0.2,19,0.631578947368421,0.05263157894736842,0.15789473684210525,0.0,0.0,0,26,334,4,1.4790419161676647,1.4354639467103023,0.6548114065285122,0.0547945205479452,0.034482758620689655,0.04918032786885246,0.0,0.0,1.0,88
219,29,61,3,16,0.16666666666666666,17,0.5294117647058824,0.058823529411764705,0.29411764705882354,0.0,0.058823529411764705,0,26,334,4,1.3233532934131735,1.8945008976294413,0.5317767331579073,0.0410958904109589,0.034482758620689655,0.08196721311475409,0.0,0.0625,0.0,89
219,29,61,3,16,0.14285714285714285,15,0.5333333333333333,0.0,0.3333333333333333,0.0,0.0,0,26,334,4,1.1676646706586826,2.006106372076008,0.40674742404117925,0.0365296803652968,0.0,0.08196721311475409,0.0,0.0,1.0,90
219,29,61,3,16,0.125,9,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,1,26,334,4,0.7005988023952096,1.773247244712949,0.28757160906751544,0.0273972602739726,0.0,0.01639344262295082,0.0,0.0,0.0,91
219,29,61,3,16,0.1111111111111111,19,0.47368421052631576,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.0,0,26,334,4,1.4790419161676647,2.0796608548516584,0.18172999241876397,0.0410958904109589,0.06896551724137931,0.01639344262295082,0.3333333333333333,0.0,1.0,92
219,29,61,3,16,0.1,11,0.5454545454545454,0.0,0.09090909090909091,0.0,0.09090909090909091,0,26,334,4,0.8562874251497006,1.8945674519306293,0.095866286365345,0.0273972602739726,0.0,0.01639344262295082,0.0,0.0625,0.0,93
219,29,61,3,16,0.09090909090909091,15,0.5333333333333333,0.0,0.06666666666666667,0.0,0.0,1,26,334,4,1.1676646706586826,1.527554255739936,0.03537018331326147,0.0365296803652968,0.0,0.01639344262295082,0.0,0.0,0.0,94
219,29,61,3,16,0.08333333333333333,18,0.6111111111111112,0.05555555555555555,0.2777777777777778,0.0,0.0,0,26,334,4,1.401197604790419,2.0044561150936895,0.004039043080755311,0.0502283105022831,0.034482758620689655,0.08196721311475409,0.0,0.0,1.0,95
219,29,61,3,16,0.07692307692307693,13,0.5384615384615384,0.15384615384615385,0.15384615384615385,0.0,0.0,0,26,334,4,1.0119760479041915,1.7127018501622888,0.00383953140291049,0.0319634703196347,0.06896551724137931,0.03278688524590164,0.0,0.0,0.0,96
219,29,61,3,16,0.07142857142857142,12,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0,26,334,4,0.934131736526946,1.8022193988898974,0.03478417169182246,0.0182648401826484,0.034482758620689655,0.03278688524590164,0.0,0.0,1.0,97
219,29,61,3,16,0.06666666666666667,9,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0,26,334,4,0.7005988023952096,1.5943476451597833,0.09493055893800051,0.0319634703196347,0.034482758620689655,0.0,0.0,0.0,0.0,98
219,29,61,3,16,0.0625,9,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0,26,334,4,0.7005988023952096,1.731429748874738,0.18050328509665792,0.0182648401826484,0.0,0.03278688524590164,0.0,0.0,1.0,99
219,29,61,3,16,0.058823529411764705,13,0.46153846153846156,0.07692307692307693,0.23076923076923078,0.0,0.0,0,26,334,4,1.0119760479041915,1.9064334851403415,0.2861309226632407,0.0273972602739726,0.034482758620689655,0.04918032786885246,0.0,0.0,0.0,100
219,29,61,3,16,0.05555555555555555,19,0.42105263157894735,0.15789473684210525,0.10526315789473684,0.0,0.0,1,26,334,4,1.4790419161676647,1.7316317454373722,0.4051831909030402,0.0365296803652968,0.10344827586206896,0.03278688524590164,0.0,0.0,1.0,101
219,29,61,3,16,0.05263157894736842,7,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.0,0,26,334,4,0.5449101796407185,2.191257991886538,0.530187140702373,0.0182648401826484,0.034482758620689655,0.03278688524590164,0.0,0.0,0.0,102
219,29,61,3,16,0.05,13,0.46153846153846156,0.0,0.15384615384615385,0.0,0.0,0,26,334,4,1.0119760479041915,1.5529367927170123,0.6532962339845494,0.0273972602739726,0.0,0.03278688524590164,0.0,0.0,0.0,103
219,29,61,3,16,0.047619047619047616,10,0.5,0.0,0.3,0.0,0.0,0,26,334,4,0.778443113772455,1.7431515825212933,0.7667828734250368,0.0228310502283105,0.0,0.04918032786885246,0.0,0.0,0.0,104
219,29,61,3,16,0.045454545454545456,22,0.5454545454545454,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.0,0,26,334,4,1.7125748502994012,1.478054939464428,0.8635234662174089,0.0547945205479452,0.06896551724137931,0.04918032786885246,0.3333333333333333,0.0,0.0,105
219,29,61,3,16,0.043478260869565216,14,0.42857142857142855,0.0,0.35714285714285715,0.0,0.0,2,26,334,4,1.089820359281437,1.6592249139801252,0.9374455742817063,0.0273972602739726,0.0,0.08196721311475409,0.0,0.0,0.0,106
219,29,61,3,16,0.041666666666666664,9,0.6666666666666666,0.1111111111111111,0.0,0.1111111111111111,0.0,0,26,334,4,0.7005988023952096,1.9912249494556293,0.9839090831530113,0.0273972602739726,0.034482758620689655,0.0,0.3333333333333333,0.0,1.0,107
219,29,61,3,16,0.04,12,0.08333333333333333,0.08333333333333333,0.25,0.0,0.0,2,26,334,4,0.934131736526946,1.2922439752949335,0.9999974634566877,0.0045662100456621,0.034482758620689655,0.04918032786885246,0.0,0.0,0.0,108
219,29,61,3,16,0.038461538461538464,0,0,0,0,0,0,0,26,334,4,0.0,0,0.9847008423939341,0.0,0.0,0.0,0.0,0.0,0,109
615,167,156,9,22,1.0,25,0.32,0.12,0.2,0.0,0.0,1,28,1093,5,0.6404391582799634,2.490069206182759,0.9865360352817545,0.013008130081300813,0.017964071856287425,0.03205128205128205,0.0,0.0,1.0,110
615,167,156,9,22,0.5,36,0.4722222222222222,0.1111111111111111,0.1388888888888889,0.027777777777777776,0.0,1,28,1093,5,0.9222323879231473,2.344083120779217,0.9468692545107549,0.027642276422764227,0.023952095808383235,0.03205128205128205,0.1111111111111111,0.0,0.0,111
615,167,156,9,22,0.3333333333333333,53,0.4716981132075472,0.1509433962264151,0.11320754716981132,0.0,0.018867924528301886,4,28,1093,5,1.3577310155535225,2.5023841635401496,0.8831359462341495,0.04065040650406504,0.04790419161676647,0.038461538461538464,0.0,0.045454545454545456,0.0,112
